StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Attention,Competence_1,Intelligence_1,Qualification_1,Honesty_1,Ethic_1,Sincerity_1,Concern_1,Eagerness_1,Consideration_1,Feedback_1,Transparency_1,Attentiveness_1,Impressiveness,condition,PROLIFIC_PID
2025-11-04 08:53:17,2025-11-04 08:57:12,IP Address,100,235,True,2025-11-04 08:57:13,R_5GfudPkvnAuv6Od,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,97,96,99,92,95,99,95,58,57,100,59,3 - Quite impressive,random,5e29c3e725dcfd01cef9f474
2025-11-04 08:53:34,2025-11-04 08:57:14,IP Address,100,220,True,2025-11-04 08:57:14,R_5AMb8HVDE7NSg9z,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,82,100,50,75,85,96,88,22,100,100,21,4 - Very impressive,combination,66e9a6cf278a9806ebe7bd0b
2025-11-04 08:52:27,2025-11-04 08:57:31,IP Address,100,303,True,2025-11-04 08:57:32,R_7cU0nYiGiXMiFOd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,50,70,95,100,100,100,90,95,90,5 - Extremely impressive,combination,65957fa0978dae2a5548f896
2025-11-04 08:53:18,2025-11-04 08:57:32,IP Address,100,254,True,2025-11-04 08:57:33,R_5eqcScNObFPMNWj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,97,85,75,76,82,70,70,70,65,70,60,4 - Very impressive,control,662c299e6db88649ff13ccae
2025-11-04 08:55:53,2025-11-04 08:57:35,IP Address,100,101,True,2025-11-04 08:57:35,R_7mmTjz6RryqWENf,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,65,74,71,59,50,59,72,82,50,64,50,60,2 - A bit impressive,combination,66d704abf53ea1690d42a898
2025-11-04 08:53:57,2025-11-04 08:57:36,IP Address,100,218,True,2025-11-04 08:57:36,R_6Blg825Wu1Q6LuC,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,81,80,79,70,78,92,81,86,60,69,72,4 - Very impressive,impressive,578901354a84da00014c41cf
2025-11-04 08:50:42,2025-11-04 08:57:42,IP Address,100,419,True,2025-11-04 08:57:43,R_5FldFNAJYeXqiST,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,54,73,50,60,50,71,50,50,50,60,39,4 - Very impressive,combination,616f727b03e888e0f8213eec
2025-11-04 08:40:14,2025-11-04 08:57:44,IP Address,100,1049,True,2025-11-04 08:57:44,R_7FTgXLLhxrlKlwZ,anonymous,EN,I give my informed consent to participate in this study.,"""I pay attention""",50,50,50,50,50,50,50,60,50,60,50,50,3 - Quite impressive,combination,65c14be50ad597a9eb201591
2025-11-04 08:53:16,2025-11-04 08:57:48,IP Address,100,271,True,2025-11-04 08:57:48,R_5IpcVFQ3HMwvZQl,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,77,77,70,85,85,87,65,60,65,90,85,80,3 - Quite impressive,control,5dda9b9a9d9e30a06d320ffb
2025-11-04 08:53:48,2025-11-04 08:57:48,IP Address,100,240,True,2025-11-04 08:57:49,R_5yNnDApzpMKNoFH,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,77,77,67,55,63,54,64,72,64,59,43,35,2 - A bit impressive,impressive,6680452004dea60c1f984bba
2025-11-04 08:55:33,2025-11-04 08:57:49,IP Address,100,136,True,2025-11-04 08:57:49,R_3TvHpwK9LbXsOeS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,80,84,70,86,87,89,81,89,90,89,90,4 - Very impressive,combination,663a7e441bd46c37e22bc3cb
2025-11-04 08:54:32,2025-11-04 08:57:50,IP Address,100,198,True,2025-11-04 08:57:51,R_55Tnfn7E08mtdwB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,86,90,90,95,82,88,85,85,50,85,76,4 - Very impressive,impressive,6766ddcb03bbfa66fafb36a8
2025-11-04 08:50:52,2025-11-04 08:57:53,IP Address,100,420,True,2025-11-04 08:57:53,R_5aJrofqwrAkYnFE,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,76,76,70,80,90,80,86,100,97,86,82,86,3 - Quite impressive,impressive,672bbb444ab4546a33718004
2025-11-04 08:55:26,2025-11-04 08:58:11,IP Address,100,164,True,2025-11-04 08:58:11,R_5rCtGmmOMZsiqBZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,83,83,86,88,86,75,77,74,98,96,93,2 - A bit impressive,combination,5eb2f1a1ce5ba10ab2c0a042
2025-11-04 08:53:41,2025-11-04 08:58:13,IP Address,100,271,True,2025-11-04 08:58:13,R_6iPRZqQkVwpb98r,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,90,90,90,85,89,81,86,81,76,85,90,4 - Very impressive,combination,648868ab86c65ebe29777662
2025-11-04 08:52:29,2025-11-04 08:58:15,IP Address,100,346,True,2025-11-04 08:58:17,R_5gZragbSleJXFj2,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,89,95,81,88,84,76,76,70,59,68,70,4 - Very impressive,impressive,664d46ad7cc1780eecfd0c24
2025-11-04 08:54:55,2025-11-04 08:58:30,IP Address,100,214,True,2025-11-04 08:58:30,R_5q7WAt7slWxzbiL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,94,79,54,67,88,83,59,50,57,95,47,2 - A bit impressive,combination,5db0e17518230d00170d4332
2025-11-04 08:48:17,2025-11-04 08:58:45,IP Address,100,628,True,2025-11-04 08:58:45,R_71QSE42ocXx332Z,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,62,63,63,66,63,49,68,76,58,9,12,19,1 - Not very impressive,combination,60009f303808b817dd52c48c
2025-11-04 08:54:42,2025-11-04 08:58:47,IP Address,100,244,True,2025-11-04 08:58:47,R_5TBuiZyLtQNT4W4,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,30,35,37,33,41,26,42,32,25,55,45,60,2 - A bit impressive,random,5d58a7115f36a80016f9982b
2025-11-04 08:52:25,2025-11-04 08:59:00,IP Address,100,394,True,2025-11-04 08:59:00,R_5fqU43X8GX0stbn,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,85,60,60,65,70,40,30,20,30,25,35,3 - Quite impressive,random,6376b9ede4f5ca90df04d617
2025-11-04 08:53:10,2025-11-04 08:59:02,IP Address,100,351,True,2025-11-04 08:59:03,R_5mf6nnV5Z1trtqK,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",91,100,96,53,87,80,80,80,80,85,85,85,4 - Very impressive,impressive,5c23c03889f035000173d7d7
2025-11-04 08:55:30,2025-11-04 08:59:20,IP Address,100,229,True,2025-11-04 08:59:21,R_1X7rpsXrOAxEcsc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,100,100,100,100,100,97,100,100,95,100,80,5 - Extremely impressive,control,67ec2dbc404fd41af3fd389a
2025-11-04 08:51:52,2025-11-04 08:59:22,IP Address,100,450,True,2025-11-04 08:59:23,R_1YtvhRalRK0fHCC,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",80,70,70,94,84,92,88,73,73,78,66,66,3 - Quite impressive,impressive,67fd46db088825e305648e1a
2025-11-04 08:49:14,2025-11-04 08:59:24,IP Address,100,610,True,2025-11-04 08:59:25,R_3EirbJsSCxHeOno,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,96,96,94,93,97,81,87,86,86,95,92,5 - Extremely impressive,impressive,66632c69d2b270f0314a0b16
2025-11-04 08:55:21,2025-11-04 08:59:25,IP Address,100,244,True,2025-11-04 08:59:25,R_61sICOoceK0zBE5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,93,83,93,87,83,76,83,69,71,76,87,5 - Extremely impressive,combination,67bf2c95cf70e4409f3fb705
2025-11-04 08:53:51,2025-11-04 08:59:30,IP Address,100,338,True,2025-11-04 08:59:30,R_16nbTTgpP7xrRP2,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,99,90,97,86,96,92,100,100,90,100,84,100,5 - Extremely impressive,impressive,67ddbba0fa5e1ce984f9fb87
2025-11-04 08:55:11,2025-11-04 08:59:30,IP Address,100,259,True,2025-11-04 08:59:30,R_51S1dEGtjIcrCvU,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,90,90,91,91,91,93,91,85,95,93,81,5 - Extremely impressive,impressive,5eef7517c8692d20c3279493
2025-11-04 08:53:48,2025-11-04 08:59:52,IP Address,100,364,True,2025-11-04 08:59:53,R_5XhOHPwhz1PM90e,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,84,90,96,96,97,100,99,94,89,96,69,4 - Very impressive,combination,66ddf72743367a46258db236
2025-11-04 08:57:54,2025-11-04 09:00:15,IP Address,100,140,True,2025-11-04 09:00:16,R_6dReK5swxkgwn3A,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",93,96,97,98,94,96,66,69,58,77,97,96,2 - A bit impressive,random,605bc8caf9e0b0f799baf6da
2025-11-04 08:58:31,2025-11-04 09:00:20,IP Address,100,108,True,2025-11-04 09:00:20,R_7tlpZKFGdwNMqIX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,100,90,90,95,52,52,52,39,60,49,4 - Very impressive,control,611e7207aaf352cb4c807e78
2025-11-04 08:53:19,2025-11-04 09:00:24,IP Address,100,425,True,2025-11-04 09:00:25,R_3LTB9qplZKVk2CN,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",70,80,80,50,50,50,75,70,60,85,85,85,4 - Very impressive,impressive,5f0e0f586b19351132514f4d
2025-11-04 08:56:58,2025-11-04 09:00:29,IP Address,100,211,True,2025-11-04 09:00:30,R_5QueZAZ13OhwsZn,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,91,96,100,4 - Very impressive,control,6238b95932e705108020765a
2025-11-04 08:56:15,2025-11-04 09:00:31,IP Address,100,255,True,2025-11-04 09:00:32,R_59UmtzXNnaA4O2J,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,100,96,72,80,86,50,66,42,72,70,95,3 - Quite impressive,impressive,60902a60ea3ad589c907fd20
2025-11-04 08:54:32,2025-11-04 09:01:12,IP Address,100,400,True,2025-11-04 09:01:12,R_6F8vHuKahyw6eLD,anonymous,EN,I give my informed consent to participate in this study.,"""I pay attention""",100,100,100,96,100,98,100,100,95,96,100,100,3 - Quite impressive,control,5e00f9a211999fcea4169800
2025-11-04 08:54:49,2025-11-04 09:01:28,IP Address,100,399,True,2025-11-04 09:01:29,R_5LsdJEjNNImOzF7,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,95,100,100,100,96,100,85,95,95,4 - Very impressive,combination,5746f1955e549100063b3c45
2025-11-04 08:56:42,2025-11-04 09:01:29,IP Address,100,287,True,2025-11-04 09:01:29,R_653gAKsxO69GWK5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,62,74,63,64,71,69,67,72,68,73,68,3 - Quite impressive,impressive,67df2438f087a74ea30f779b
2025-11-04 08:58:58,2025-11-04 09:01:54,IP Address,100,175,True,2025-11-04 09:01:55,R_1Fbv25OUA0zrXym,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,68,70,73,73,72,71,76,77,77,76,75,74,3 - Quite impressive,combination,59107216127b0b00011fabea
2025-11-04 08:59:17,2025-11-04 09:02:16,IP Address,100,178,True,2025-11-04 09:02:17,R_3xC3rywpCoqxl6N,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,10,5,10,29,18,8,14,14,67,70,62,31,1 - Not very impressive,impressive,5ee04a3f7dfcae39390e6553
2025-11-04 09:00:16,2025-11-04 09:02:27,IP Address,100,131,True,2025-11-04 09:02:27,R_64qplCDO3EovnXR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,64,31,46,24,58,66,41,28,38,70,41,69,3 - Quite impressive,random,67e6ab0195afe547df3e3f34
2025-11-04 08:58:24,2025-11-04 09:02:43,IP Address,100,259,True,2025-11-04 09:02:44,R_3yrwcGtMkCfqt3W,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",82,86,86,84,85,85,83,88,74,72,79,67,4 - Very impressive,random,5b3e322998a45e0001edd87a
2025-11-04 08:47:29,2025-11-04 09:03:29,IP Address,100,959,True,2025-11-04 09:03:29,R_5pEWidO0GzSU6Ri,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,87,85,84,87,86,81,89,86,85,84,85,86,4 - Very impressive,impressive,67fe7d2e0475bdecd927476e
2025-11-04 08:59:50,2025-11-04 09:03:35,IP Address,100,225,True,2025-11-04 09:03:35,R_3rpgKdIBdOjsluu,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,85,90,90,95,85,100,95,91,60,70,85,4 - Very impressive,combination,60e35afc1d7e1aee451eba47
2025-11-04 08:59:11,2025-11-04 09:04:04,IP Address,100,293,True,2025-11-04 09:04:05,R_6qO7mgSAszfPywR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,75,70,50,50,50,70,70,50,50,50,60,2 - A bit impressive,control,6344e676138c37d41771acd0
2025-11-04 09:00:23,2025-11-04 09:04:21,IP Address,100,238,True,2025-11-04 09:04:22,R_3PdDaxLEmt2ANQx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,97,93,86,90,85,90,85,81,80,85,75,4 - Very impressive,control,67e82ac6e6f39b2aa9b57f59
2025-11-04 08:57:07,2025-11-04 09:04:37,IP Address,100,450,True,2025-11-04 09:04:37,R_545x5xDjWkOFOpC,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,100,50,80,90,100,70,50,25,0,80,10,2 - A bit impressive,impressive,657dbba8aee3176b18b72b0a
2025-11-04 08:49:01,2025-11-04 09:04:47,IP Address,100,945,True,2025-11-04 09:04:47,R_1RxeDA1AxskToU4,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,99,98,99,95,95,95,95,96,97,77,98,76,2 - A bit impressive,random,63cff43985317bac287a325f
2025-11-04 08:42:04,2025-11-04 09:04:50,IP Address,100,1365,True,2025-11-04 09:04:50,R_1QReQHt9Se49Saz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,65,68,63,54,54,58,69,72,74,75,76,74,3 - Quite impressive,combination,583b397f54686200010f1d20
2025-11-04 08:59:29,2025-11-04 09:04:56,IP Address,100,327,True,2025-11-04 09:04:57,R_6leoqsBTpKKFNOp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,5,3,15,15,25,12,70,30,15,5,5,35,1 - Not very impressive,combination,6547beb459e7f644c638fc49
2025-11-04 09:01:07,2025-11-04 09:05:01,IP Address,100,234,True,2025-11-04 09:05:01,R_6jlUwZgFUk4mbsd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,10,50,20,40,65,30,70,10,30,5,40,15,2 - A bit impressive,combination,5f276d8f38b9f857f5cebf21
2025-11-04 09:01:23,2025-11-04 09:05:17,IP Address,100,234,True,2025-11-04 09:05:17,R_7hEAdcwmjwuc6r7,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,36,66,54,27,30,29,34,35,33,33,35,34,3 - Quite impressive,combination,667871d17d7fdf0358f82a28
2025-11-04 09:02:03,2025-11-04 09:05:19,IP Address,100,195,True,2025-11-04 09:05:19,R_3rPIzMTJorhRCXD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,91,97,84,86,94,100,100,100,83,100,82,5 - Extremely impressive,impressive,667c9f9c07cc857002729af5
2025-11-04 09:02:04,2025-11-04 09:05:20,IP Address,100,195,True,2025-11-04 09:05:20,R_38SSHQPPFAc5YyD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,90,95,10,15,85,75,75,85,70,85,65,4 - Very impressive,impressive,676304145bbe20d1fd5d653c
2025-11-04 08:58:57,2025-11-04 09:05:21,IP Address,100,383,True,2025-11-04 09:05:21,R_5l80sN9kaXbuENP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,100,100,0,4,0,78,83,83,79,91,84,4 - Very impressive,impressive,67d46e7d5fb2bbc634ae33a5
2025-11-04 08:59:49,2025-11-04 09:05:26,IP Address,100,336,True,2025-11-04 09:05:27,R_6fYUQto3D6kHXpL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,100,75,75,50,70,60,60,50,45,30,4 - Very impressive,impressive,67059bab62b875241f1ecb11
2025-11-04 08:58:08,2025-11-04 09:05:45,IP Address,100,457,True,2025-11-04 09:05:46,R_7jdqIlbG64sW0hl,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,55,60,50,50,50,60,60,60,50,50,50,2 - A bit impressive,impressive,664003b962a847c71db3ebb0
2025-11-04 09:03:08,2025-11-04 09:06:06,IP Address,100,178,True,2025-11-04 09:06:07,R_5HiPtqY05UADpmP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,89,81,76,76,75,75,80,82,86,82,75,4 - Very impressive,impressive,6115ddc1b0981cea63afacce
2025-11-04 08:59:44,2025-11-04 09:07:10,IP Address,100,445,True,2025-11-04 09:07:10,R_6gQX8UxaLwsPjyx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,85,90,90,90,90,85,85,85,85,90,85,4 - Very impressive,control,5a57a9bbac5624000153bc85
2025-11-04 09:04:13,2025-11-04 09:07:31,IP Address,100,198,True,2025-11-04 09:07:31,R_7dXGo6KmJtD2xqx,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,70,81,71,80,77,76,80,76,78,81,61,94,3 - Quite impressive,impressive,67eee89119de070d8b864f60
2025-11-04 09:04:37,2025-11-04 09:07:40,IP Address,100,183,True,2025-11-04 09:07:41,R_5R5SiwVdFbsl2RX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,67816ff917d513a66eaadd01
2025-11-04 08:57:35,2025-11-04 09:07:48,IP Address,100,613,True,2025-11-04 09:07:48,R_5kTDpyv07WSGMD6,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,90,97,92,95,90,91,95,97,82,80,93,5 - Extremely impressive,random,67e494e108181d6621738771
2025-11-04 08:53:15,2025-11-04 09:07:56,IP Address,100,880,True,2025-11-04 09:07:56,R_3SY6obcz9ZMi241,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,80,75,4,80,75,70,80,75,30,65,45,3 - Quite impressive,control,5f3153a6180dcf0d8dd72a45
2025-11-04 09:04:48,2025-11-04 09:08:02,IP Address,100,194,True,2025-11-04 09:08:03,R_6uOnrhvm2ArmtYD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,4 - Very impressive,combination,5e2ac2aa0038f21089a533a4
2025-11-04 09:05:25,2025-11-04 09:08:50,IP Address,100,204,True,2025-11-04 09:08:50,R_6s1JnL3uzk2z9K1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,85,60,40,30,70,60,40,25,20,20,2 - A bit impressive,control,67bca2520a799ae9507bc053
2025-11-04 08:54:51,2025-11-04 09:08:59,IP Address,100,848,True,2025-11-04 09:08:59,R_6NCIrLjdLzVKe2s,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",75,87,80,32,39,38,75,77,72,61,69,69,3 - Quite impressive,combination,6733c5f30f7aff5453ad610d
2025-11-04 08:52:25,2025-11-04 09:10:11,IP Address,100,1065,True,2025-11-04 09:10:11,R_7JWuawYKL6XnrzZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,74,87,80,28,76,89,66,71,57,60,73,65,2 - A bit impressive,random,5dcdb60be64aaa07c14065cc
2025-11-04 08:47:19,2025-11-04 09:10:41,IP Address,100,1402,True,2025-11-04 09:10:42,R_6IpnyjgYKQCjChj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,87,90,95,88,87,89,87,86,88,78,81,87,3 - Quite impressive,impressive,646c323d73a3844a4331e09b
2025-11-04 09:08:33,2025-11-04 09:11:07,IP Address,100,153,True,2025-11-04 09:11:08,R_5LkeGfpIFzGsM45,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,88,90,87,94,97,100,100,89,84,92,80,3 - Quite impressive,random,6726151900bd6ee65d02a036
2025-11-04 09:06:12,2025-11-04 09:11:23,IP Address,100,311,True,2025-11-04 09:11:24,R_6EWBqeOC9aIpM5k,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,29,31,31,17,17,18,31,29,35,2,2,1,1 - Not very impressive,combination,64d51bcdead49bdcdb2ddc37
2025-11-04 09:07:15,2025-11-04 09:11:48,IP Address,100,273,True,2025-11-04 09:11:49,R_1CoEMKFakR3AS9r,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,80,91,70,75,77,64,87,80,70,72,69,4 - Very impressive,combination,6716f188b131fa30ab5365c2
2025-11-04 09:07:48,2025-11-04 09:11:55,IP Address,100,247,True,2025-11-04 09:11:56,R_5Iz4MF5JM46C9kE,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,84,89,92,95,83,92,79,84,78,96,77,5 - Extremely impressive,control,66ff0567c58e0ec1def9cf04
2025-11-04 09:08:48,2025-11-04 09:12:34,IP Address,100,226,True,2025-11-04 09:12:35,R_77pWNEiUl5qV0EZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,84,91,91,95,98,75,71,71,90,88,82,4 - Very impressive,impressive,662b89c9eb08d365c04c7cc7
2025-11-04 09:05:09,2025-11-04 09:12:37,IP Address,100,448,True,2025-11-04 09:12:37,R_6OIOWH0yEWf7Jpa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,85,80,85,80,80,80,75,80,75,80,75,4 - Very impressive,random,67d1af22429207c7c4bd0d63
2025-11-04 09:07:14,2025-11-04 09:12:45,IP Address,100,330,True,2025-11-04 09:12:46,R_10MngV5dGr9fill,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,95,85,60,60,70,70,65,60,60,60,65,4 - Very impressive,impressive,653b07dc6d0abbc519239d1c
2025-11-04 09:08:27,2025-11-04 09:17:03,IP Address,100,515,True,2025-11-04 09:17:03,R_5nBFgafsmqrE77j,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,99,100,59,100,94,96,50,93,13,5 - Extremely impressive,combination,66cc9d4cefdcec36a3b23ee1
2025-11-04 09:12:10,2025-11-04 09:17:08,IP Address,100,297,True,2025-11-04 09:17:09,R_6ndXHalaeSks9ag,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",50,47,54,70,72,76,50,50,50,50,50,50,3 - Quite impressive,combination,6695704d3496e2d9ed79c301
2025-11-04 09:13:37,2025-11-04 09:18:12,IP Address,100,274,True,2025-11-04 09:18:13,R_7gFLEQvXqnPHAae,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,88,75,80,85,90,85,70,65,78,68,4 - Very impressive,control,67ed9a4fd30cf704f5245138
2025-11-04 09:15:30,2025-11-04 09:19:18,IP Address,100,228,True,2025-11-04 09:19:19,R_6GB11sI4yEWduKx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,89,88,95,98,97,99,50,80,70,87,65,1 - Not very impressive,random,64d5200af8a61b7cb720b708
2025-11-04 09:16:15,2025-11-04 09:20:25,IP Address,100,249,True,2025-11-04 09:20:26,R_52YihB6KAm5sOi5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,75,50,50,50,50,50,50,50,50,30,4 - Very impressive,impressive,64e36d981d00e7d7c45addc2
2025-11-04 09:16:30,2025-11-04 09:23:10,IP Address,100,399,True,2025-11-04 09:23:10,R_6YSvyaSDTUXjaWa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,88,90,82,85,81,96,89,91,76,82,89,4 - Very impressive,random,65ef444cc7c7a97ca2802263
2025-11-04 09:19:18,2025-11-04 09:24:05,IP Address,100,287,True,2025-11-04 09:24:05,R_794fauQC0A6f0fF,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,91,91,92,86,86,100,100,100,81,91,81,4 - Very impressive,control,5f77b243c99f31316e4cae58
2025-11-04 09:18:26,2025-11-04 09:25:04,IP Address,100,398,True,2025-11-04 09:25:05,R_1zezycRmu67HnL0,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",84,100,86,98,90,80,75,82,94,60,76,89,4 - Very impressive,combination,6554ea27378d1f1b846788b3
2025-11-04 09:11:40,2025-11-04 09:25:10,IP Address,100,809,True,2025-11-04 09:25:10,R_6r02q4qmZ7hWKSP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,91,90,91,91,90,90,90,90,80,5 - Extremely impressive,combination,67e5cefeefd6e23bf7fef2ff
2025-11-04 09:24:10,2025-11-04 09:26:35,IP Address,100,145,True,2025-11-04 09:26:36,R_7pakLg28IemEG8i,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,29,42,38,15,24,21,72,36,32,29,31,18,1 - Not very impressive,combination,633edc50cfae73d4a72ca889
2025-11-04 09:25:22,2025-11-04 09:27:58,IP Address,100,156,True,2025-11-04 09:27:59,R_3IEDJaWU81va93E,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,49,51,50,73,72,72,74,74,74,50,51,51,3 - Quite impressive,impressive,63d807630c4c634d732c19e8
2025-11-04 09:18:48,2025-11-04 09:29:16,IP Address,100,628,True,2025-11-04 09:29:17,R_5oOSTMHcU9015HX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,90,86,86,90,90,96,93,86,75,87,80,4 - Very impressive,impressive,62e0715747189999644b9868
2025-11-04 09:27:28,2025-11-04 09:30:06,IP Address,100,158,True,2025-11-04 09:30:06,R_3P0eY0RoiUMby3b,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",89,91,87,89,84,93,96,89,86,94,91,79,3 - Quite impressive,combination,5dfe3e8b7adf4bade99190f0
2025-11-04 09:26:40,2025-11-04 09:30:56,IP Address,100,255,True,2025-11-04 09:30:56,R_7kSmNzm8Xq8dkGv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,91,92,91,92,100,92,90,89,81,86,91,5 - Extremely impressive,impressive,67edcc919d3af49e1d8b40b1
2025-11-04 09:28:32,2025-11-04 09:31:31,IP Address,100,178,True,2025-11-04 09:31:31,R_1FOOnRAJHQpVBW3,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",100,100,100,100,95,100,100,100,100,95,100,89,2 - A bit impressive,random,5a03f0e09b760100013a6a44
2025-11-04 09:26:16,2025-11-04 09:32:49,IP Address,100,392,True,2025-11-04 09:32:50,R_6ihd2pAN5d52Er7,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,50,50,50,50,50,50,2 - A bit impressive,combination,6767263a128cc4c391677127
2025-11-04 09:36:52,2025-11-04 09:38:31,IP Address,100,99,True,2025-11-04 09:38:32,R_7CBuWyZh7ZMOBI0,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",39,27,31,10,17,23,1,25,30,2,4,7,1 - Not very impressive,impressive,603e27e4689f94dfc6590465
2025-11-04 09:46:21,2025-11-04 09:49:10,IP Address,100,169,True,2025-11-04 09:49:10,R_6qDLiKQk3IP8ZH3,anonymous,EN,I give my informed consent to participate in this study.,I PAY ATTENTION,83,90,86,75,72,50,65,60,56,73,56,40,3 - Quite impressive,control,56d89fc04a9be10005541745
2025-11-04 09:49:12,2025-11-04 09:52:28,IP Address,100,196,True,2025-11-04 09:52:29,R_6mIsSO814GWeOkr,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,85,85,95,90,95,90,80,90,85,5 - Extremely impressive,combination,62d59a066ee263bb659aa445
